id;vehicles_per_day;strassen_laenge;Unfaelle_todesfolge;Unfaelle_schwer;Unfaelle_leicht;real_labels_print;cnn_prediction;x_coord_print;y_coord_print
000846;7872;Jan 19;0;1;9;1;2;2597460.0;1225770.0
000847;8220;1.855;0;2;15;1;0;2677320.0;1250720.0
000848;1667;0.78;0;3;2;3;2;2723180.0;1255620.0
000849;615;2.355;0;7;36;2;2;2631520.0;1170150.0
000850;638;0.7000000000000001;0;0;0;0;3;2731590.0;1202290.0
000851;3486;1.9000000000000001;0;11;24;1;1;2603900.0;1202270.0
000852;1079;0.77;0;0;0;0;3;2689670.0;1233070.0
000853;187;0.645;0;0;0;0;0;2525790.0;1165050.0
000854;2750;02. Feb;0;4;18;1;1;2676670.0;1252010.0
000855;893;0.68;0;1;1;3;0;2666080.0;1163780.0
000856;590;1.165;0;2;2;3;2;2699290.0;1273990.0
000857;386;0.75;0;0;0;0;0;2522740.0;1168940.0
000858;130;0.8200000000000001;0;0;0;0;3;2564930.0;1167680.0
000859;347;0.645;0;0;0;0;3;2706430.0;1264650.0
000860;830;1.495;0;1;3;2;2;2507830.0;1144650.0
000861;1838;Jan 23;0;2;7;2;2;2696380.0;1251590.0
000862;912;0.76;0;2;1;3;3;2627390.0;1191610.0
000863;349;1.075;0;0;0;0;0;2535980.0;1181460.0
000864;471;02. Feb;0;0;2;2;2;2533190.0;1173030.0
000865;25305;2.255;0;2;3;0;0;2675290.0;1243920.0
000866;1874;Jan 71;1;5;26;2;2;2615620.0;1177570.0
000867;1789;0.78;0;0;1;2;2;2636220.0;1265910.0
000868;323;0.675;0;0;1;3;3;2737190.0;1234590.0
000869;210;0.79;0;0;0;0;2;2680120.0;1285210.0
000870;1287;1.1400000000000001;0;1;0;3;1;2700710.0;1248360.0
000871;142;0.805;0;0;0;0;0;2526990.0;1166050.0
000872;1493;1.2550000000000001;0;0;4;2;2;2707760.0;1236160.0
000873;1050;1.325;0;0;2;2;2;2782130.0;1185680.0
000874;2415;Jan 23;2;4;5;2;3;2741140.0;1247800.0
000875;137;0.8150000000000001;0;0;0;0;0;2619970.0;1190160.0
000876;474;0.7000000000000001;0;1;1;3;3;2521300.0;1172430.0
000877;4967;2.015;0;6;21;1;1;2683530.0;1225950.0
000878;2339;1.385;0;2;1;2;2;2645590.0;1251020.0
000879;393;0.775;0;0;0;0;2;2661040.0;1228260.0
000880;814;0.67;0;0;1;3;3;2649220.0;1222390.0
000881;754;Jan 16;0;0;1;3;0;2607020.0;1250110.0
000882;295;Jan 49;0;0;0;0;0;2639110.0;1228910.0
000883;1376;1.7550000000000001;0;2;2;2;1;2654630.0;1181360.0
000884;3959;0.71;0;0;4;2;3;2743620.0;1255340.0
000885;5529;0.78;0;2;6;1;2;2667770.0;1220030.0
000886;255;01. Jul;0;2;5;3;0;2709400.0;1248270.0
000887;734;1.7850000000000001;0;1;22;2;1;2752100.0;1212960.0
000888;4288;Jan 32;0;1;10;1;1;2689830.0;1251670.0
000889;637;Jan 55;0;2;4;3;2;2520900.0;1163900.0
000890;2910;1.115;0;3;8;2;2;2721170.0;1236070.0
000891;203;0.77;0;0;0;0;0;2539670.0;1174560.0
000892;2499;01. Feb;0;1;9;2;2;2716560.0;1260660.0
000893;2852;1.9100000000000001;1;0;7;1;2;2577530.0;1103220.0
000894;9721;Feb 46;0;1;3;1;0;2624260.0;1262650.0
000895;2580;01. Jun;1;3;5;2;1;2706310.0;1237580.0
000896;920;0.805;0;0;2;3;0;2539820.0;1206470.0
000897;3491;2.285;0;0;0;0;1;2567280.0;1255930.0
000898;2025;1.595;0;0;4;1;2;2597910.0;1212300.0
000899;3626;01. Dez;0;4;7;1;2;2716230.0;1099650.0
000900;150;0.72;0;1;0;4;0;2573320.0;1244840.0
000901;236;1.055;0;1;0;3;0;2649250.0;1237270.0
000902;835;0.795;0;0;0;0;2;2677910.0;1232600.0
000903;7966;0.845;0;2;1;1;0;2628550.0;1257930.0
000904;1338;0.905;0;1;7;2;3;2660260.0;1194390.0
000905;954;1.0050000000000001;0;0;5;2;2;2714530.0;1267550.0
000906;479;0.655;0;0;0;0;0;2633710.0;1218700.0
000907;1004;Feb 64;0;2;6;2;2;2575010.0;1230620.0
000908;3342;Jan 43;0;2;8;1;1;2689960.0;1207160.0
000909;11516;Jan 44;0;0;0;0;1;2548990.0;1183110.0
000910;933;1.635;0;0;2;2;2;2719840.0;1273170.0
000911;1047;Jan 28;0;0;4;2;2;2609680.0;1183420.0
000912;644;01. Aug;0;1;0;3;3;2611730.0;1223470.0
000913;1952;1.105;0;1;5;2;2;2505210.0;1145650.0
000914;5779;Mär 15;0;1;6;1;0;2727940.0;1277890.0
000915;3118;0.685;1;1;1;2;3;2718420.0;1140110.0
000916;1218;Jan 61;1;0;7;2;2;2614200.0;1197760.0
000917;872;0.615;0;0;5;3;2;2758710.0;1208840.0
000918;404;0.97;0;2;2;3;3;2535500.0;1203420.0
000919;658;Jan 53;0;0;2;2;0;2536170.0;1203860.0
000920;3763;0.68;0;0;1;2;2;2607540.0;1265000.0
000921;2280;0.705;0;0;2;2;0;2753910.0;1245090.0
000922;913;Jan 29;0;1;4;2;2;2504490.0;1132280.0
000923;623;1.695;0;1;1;3;3;2564690.0;1120020.0
000924;2383;2.745;0;5;16;1;1;2767000.0;1251040.0
000925;31847;1.855;0;5;12;0;1;2674070.0;1246330.0
000926;394;Jan 23;0;0;2;3;3;2542860.0;1165480.0
000927;1357;03. Aug;1;4;26;1;1;2660670.0;1244640.0
000928;1112;0.81;0;0;0;0;0;2523370.0;1154280.0
000929;858;0.645;0;1;2;3;0;2643560.0;1193600.0
000930;15237;Jan 31;0;0;1;1;1;2726260.0;1221150.0
000931;7025;0.84;0;1;1;1;2;2556170.0;1135490.0
000932;1100;0.9450000000000001;0;1;0;3;3;2738870.0;1263850.0
000933;193;01. Nov;0;0;0;0;3;2594980.0;1225370.0
000934;2447;0.9;0;0;1;2;1;2609970.0;1226260.0
000935;2599;0.68;0;5;2;2;0;2570730.0;1190550.0
000936;3385;1.2750000000000001;0;1;6;1;1;2718160.0;1078480.0
000937;1591;0.6950000000000001;0;1;0;3;0;2610380.0;1237950.0
000938;1660;2.625;0;6;10;1;1;2640700.0;1129050.0
000939;1941;Jan 31;0;3;2;2;2;2696490.0;1282830.0
000940;2248;Jan 53;1;2;5;2;2;2574700.0;1195660.0
000941;327;0.905;0;0;0;0;3;2559260.0;1177770.0
000942;229;1.5250000000000001;0;0;0;0;0;2654540.0;1142750.0
000943;2896;Jan 18;0;2;5;2;2;2658310.0;1252500.0
000944;492;0.75;0;0;2;3;0;2703810.0;1148800.0
000945;1345;1.615;1;2;9;2;2;2528660.0;1158390.0
000946;1332;1.405;0;0;2;2;2;2700400.0;1243150.0
000947;327;0.68;0;0;0;0;0;2551270.0;1163830.0
000948;7210;Jan 56;0;0;0;0;1;2576940.0;1251360.0
000949;113;0.8300000000000001;0;0;0;0;3;2755060.0;1153280.0
000950;11042;1.495;2;0;2;1;0;2663060.0;1197260.0
000951;267;0.705;0;0;0;0;0;2733100.0;1173250.0
000952;1102;0.6900000000000001;0;0;1;3;0;2624490.0;1236680.0
000953;434;01. Sep;0;0;2;3;0;2537890.0;1188720.0
000954;1587;0.755;0;0;1;2;2;2636150.0;1260750.0
000955;3411;Feb 73;0;3;15;1;1;2547930.0;1212940.0
000956;249;0.765;0;1;2;3;0;2595190.0;1215180.0
000957;4463;1.245;0;3;14;1;1;2723040.0;1249680.0
000958;907;1.925;0;3;3;2;2;2508290.0;1139930.0
000959;2439;0.87;0;0;6;2;3;2594940.0;1158050.0
000960;1093;01. Aug;0;0;1;2;2;2704820.0;1109570.0
000961;2823;0.64;0;0;1;2;2;2715920.0;1273360.0
000962;449;Jan 75;0;2;1;3;2;2757590.0;1259330.0
000963;624;02. Sep;0;4;11;2;1;2722580.0;1117450.0
000964;10494;Mär 71;0;1;8;0;0;2537870.0;1178780.0
000965;1031;1.065;1;0;0;3;2;2694790.0;1277450.0
000966;3054;2.205;0;2;24;1;1;2688400.0;1237860.0
000967;269;Jan 51;0;1;5;3;2;2574390.0;1197300.0
000968;3994;0.68;0;1;0;2;2;2530700.0;1167250.0
000969;1026;0.835;0;1;0;3;0;2712090.0;1261360.0
000970;360;1.625;0;0;0;0;3;2690720.0;1231410.0
000971;472;0.975;0;0;1;3;2;2611100.0;1213310.0
000972;308;01. Mär;0;0;0;0;1;2616420.0;1128400.0
000973;818;2.3850000000000002;1;3;15;2;1;2563500.0;1206890.0
000974;1270;0.61;0;0;0;0;0;2714210.0;1253350.0
000975;13209;3.825;0;12;55;0;0;2539890.0;1155140.0
000976;19134;Jan 27;0;1;3;1;1;2499560.0;1126730.0
000977;824;1.865;0;1;7;2;1;2629890.0;1269040.0
000978;3284;0.905;0;0;2;1;3;2746540.0;1245950.0
000979;6573;Jan 28;0;0;1;1;1;2576380.0;1103300.0
000980;41390;1.675;0;0;19;0;0;2503710.0;1135950.0
000981;6294;1.5350000000000001;0;4;21;1;1;2650870.0;1227070.0
000982;996;1.0050000000000001;1;2;1;3;2;2507620.0;1163570.0
000983;7650;Apr 75;0;8;40;0;0;2751470.0;1212630.0
000984;3765;0.74;0;0;5;2;2;2700620.0;1119830.0
000985;162;0.84;0;0;1;3;2;2736230.0;1250800.0
000986;5010;0.73;0;1;3;1;2;2659080.0;1222480.0
000987;489;1.455;0;1;2;3;2;2587830.0;1195620.0
000988;1497;1.845;0;1;12;2;2;2687000.0;1226170.0
000989;1364;Jan 49;0;4;8;2;2;2730460.0;1234880.0
000990;362;0.75;0;0;2;3;2;2681460.0;1161950.0
000991;1948;1.665;0;1;12;1;2;2500080.0;1114970.0
000992;291;0.46;0;0;0;0;0;2539610.0;1207350.0
000993;7296;1.065;0;1;8;1;1;2699860.0;1264350.0
000994;590;1.305;0;2;2;3;3;2583440.0;1102160.0
000995;629;Jan 95;1;5;7;3;1;2501020.0;1127590.0
000996;417;0.975;0;0;2;3;3;2644290.0;1229710.0
000997;892;0.92;0;0;0;0;3;2538540.0;1155910.0
000998;393;Jan 21;0;0;2;3;3;2638990.0;1255010.0
000999;1421;1.405;0;0;4;2;3;2714910.0;1087830.0
001000;561;0.81;0;0;0;0;3;2751110.0;1250350.0
001001;820;2.105;0;1;7;2;2;2706610.0;1244280.0
001002;1857;1.185;0;2;5;2;1;2673960.0;1260770.0
001003;1910;01. Nov;0;2;7;2;0;2569800.0;1134970.0
001004;137;1.955;0;1;0;3;3;2570150.0;1238820.0
001005;6186;Jan 31;0;0;0;0;1;2747150.0;1215170.0
001006;644;01. Mär;0;0;1;3;2;2712580.0;1256240.0
001007;155;0.865;0;1;2;4;3;2700360.0;1113360.0
001008;1168;Jan 18;0;0;3;2;2;2652730.0;1255710.0
001009;177;0.81;0;0;0;0;0;2669630.0;1248140.0
001010;660;01. Mai;0;0;1;2;3;2594270.0;1195120.0
001011;653;0.66;0;0;0;0;3;2702740.0;1219360.0
001012;188;0.735;0;0;0;0;0;2620670.0;1252550.0
001013;5219;1.1300000000000001;0;0;7;1;1;2643300.0;1266990.0
001014;1734;Feb 67;0;4;4;1;1;2531980.0;1185310.0
001015;290;1.1500000000000001;0;0;3;3;0;2689970.0;1231130.0
001016;1012;1.0150000000000001;0;0;1;2;3;2781830.0;1150450.0
001017;1164;1.0;0;2;5;3;3;2559800.0;1174820.0
001018;1764;Jan 96;0;0;5;1;0;2610730.0;1196650.0
001019;2644;0.855;0;1;9;2;1;2701840.0;1256490.0
001020;1227;0.96;0;0;1;2;3;2560070.0;1173000.0
001021;6868;0.74;0;1;1;1;2;2574860.0;1213730.0
001022;645;0.88;0;0;0;0;0;2754370.0;1257480.0
001023;13784;1.085;0;1;8;1;0;2556900.0;1148330.0
001024;897;1.145;0;0;3;2;3;2651080.0;1263560.0
001025;2296;3.105;0;9;33;1;1;2613590.0;1177630.0
001026;2821;Jan 28;0;1;6;1;2;2613910.0;1180650.0
001027;172;0.66;0;0;0;0;0;2600800.0;1237460.0
001028;2900;1.405;0;4;7;1;1;2621790.0;1265700.0
001029;317;Jan 25;0;0;1;3;2;2607530.0;1174930.0
001030;1924;1.905;0;1;19;1;2;2618580.0;1236110.0
001031;8727;2.775;0;0;11;1;1;2549520.0;1148090.0
001032;3332;0.71;0;3;7;2;2;2498860.0;1111310.0
001033;3653;01. Mär;0;0;10;1;1;2675050.0;1255700.0
001034;580;1.725;0;0;9;2;2;2677540.0;1249530.0
001035;555;2.025;0;0;0;0;1;2764170.0;1257100.0
001036;442;0.68;0;0;0;0;2;2612780.0;1228920.0
001037;1380;2.945;0;1;23;1;1;2682990.0;1253380.0
001038;1484;0.91;0;0;5;2;3;2655550.0;1141400.0
001039;192;0.725;0;0;0;0;3;2589560.0;1184600.0
001040;958;01. Jan;0;0;1;2;2;2635340.0;1190940.0
001041;3157;3.4450000000000003;1;4;140;1;1;2696840.0;1262300.0
001042;2513;02. Dez;0;4;14;1;1;2683070.0;1228280.0
001043;1880;0.9500000000000001;0;4;3;2;3;2725380.0;1280500.0
001044;161;0.975;0;0;1;3;2;2564250.0;1166220.0
001045;5485;Jan 75;0;7;32;1;1;2609260.0;1197580.0
001046;301;01. Jan;0;1;0;3;0;2557110.0;1175320.0
001047;2643;Jan 72;0;3;33;1;2;2613340.0;1211530.0
001048;2126;1.365;0;4;4;2;2;2729560.0;1261080.0
001049;1640;Jan 69;0;0;2;2;2;2630760.0;1226530.0
001050;521;0.72;0;1;1;3;3;2570300.0;1257820.0
001051;142;0.795;0;0;1;3;0;2760960.0;1179420.0
001052;1535;Jan 33;0;0;6;2;3;2619540.0;1253430.0
001053;101;0.705;0;1;0;4;0;2616360.0;1261160.0
001054;635;0.75;0;0;0;0;0;2567500.0;1200170.0
001055;192;0.88;0;0;0;0;3;2541440.0;1174850.0
001056;2200;1.3800000000000001;0;2;15;2;2;2604620.0;1210430.0
001057;556;Jan 16;0;2;0;3;3;2733590.0;1252060.0
001058;550;0.93;0;0;0;0;2;2695160.0;1277410.0
001059;1364;1.215;0;0;3;2;0;2634840.0;1259820.0
001060;1291;0.665;0;0;0;0;0;2574280.0;1167100.0
001061;1000;01. Aug;0;0;0;0;2;2651310.0;1230450.0
001062;2062;4.235;1;20;76;1;1;2681240.0;1225840.0
001063;963;0.81;0;0;0;0;3;2715910.0;1114230.0
001064;1756;1.735;0;0;6;1;1;2613600.0;1196300.0
001065;1910;Feb 81;0;13;25;1;1;2721090.0;1115680.0
001066;251;0.725;0;0;0;0;3;2660570.0;1256650.0
001067;1603;0.935;0;4;13;2;2;2613670.0;1268980.0
001068;1675;1.565;0;1;1;2;1;2544940.0;1201030.0
001069;569;0.97;0;1;3;3;3;2711760.0;1154020.0
001070;1145;1.415;0;1;2;2;1;2650820.0;1250770.0
001071;573;1.455;0;1;3;3;0;2610320.0;1252820.0
001072;706;0.805;0;0;0;0;3;2761730.0;1251090.0
001073;1242;0.8150000000000001;0;0;3;2;0;2624350.0;1220590.0
001074;6565;6.195;1;76;168;0;0;2501250.0;1117480.0
001075;1769;1.905;1;2;5;2;2;2738600.0;1186070.0
001076;8711;0.965;0;2;27;1;1;2663910.0;1257850.0
001077;1378;1.0050000000000001;1;0;4;2;2;2761790.0;1201470.0
001078;2485;Mär 35;0;31;126;1;1;2585080.0;1220280.0
001079;5582;Mai 73;2;6;75;0;0;2561440.0;1205480.0
001080;2489;Jan 54;0;1;7;1;1;2671050.0;1213920.0
001081;4016;0.665;0;3;15;2;2;2614090.0;1175870.0
001082;1661;1.1400000000000001;1;0;1;2;2;2657020.0;1237390.0
001083;2930;1.685;0;3;1;2;1;2532190.0;1167780.0
001084;212;1.0150000000000001;0;0;0;0;3;2550500.0;1149420.0
001085;5956;1.645;0;2;13;1;1;2711680.0;1112630.0
001086;1163;0.925;0;0;1;2;0;2736290.0;1269430.0
001087;1817;1.295;0;0;4;2;2;2666940.0;1251580.0
001088;546;0.8250000000000001;0;2;2;3;3;2715120.0;1247180.0
001089;988;0.665;0;0;3;3;2;2827250.0;1165690.0
001090;1150;0.8200000000000001;0;2;2;3;2;2667900.0;1244570.0
001091;483;Jan 61;0;1;8;3;2;2565510.0;1196280.0
001092;4588;1.295;0;5;9;1;1;2621030.0;1265670.0
001093;5970;Jan 57;0;0;1;1;1;2705410.0;1115760.0
001094;20748;2.5500000000000003;0;0;32;0;0;2690340.0;1251790.0
001095;331;0.65;0;0;0;0;0;2692650.0;1117430.0
001096;3745;02. Aug;0;2;12;1;1;2715490.0;1095520.0
001097;1149;Jan 41;1;0;2;2;2;2682280.0;1233840.0
001098;580;Jan 85;0;2;2;3;3;2571520.0;1174650.0
001099;464;0.85;0;1;0;3;0;2729870.0;1246290.0
001100;2622;1.445;0;2;9;1;2;2508150.0;1121530.0
001101;1306;Jan 23;0;0;1;2;2;2615850.0;1249990.0
001102;3953;0.68;0;0;0;0;1;2742010.0;1156790.0
001103;812;Jan 83;0;0;6;2;2;2590270.0;1214300.0
001104;2108;2.485;0;4;17;1;2;2555190.0;1146120.0
001105;1439;0.745;0;0;2;2;1;2638360.0;1262100.0
001106;6170;01. Mai;0;1;1;1;1;2739710.0;1219960.0
001107;5185;0.85;0;3;3;1;2;2723180.0;1238120.0
001108;4483;1.0150000000000001;0;3;11;1;1;2650200.0;1228460.0
001109;9598;1.395;0;0;6;1;1;2585160.0;1225440.0
001110;209;0.99;0;0;1;3;0;2737710.0;1243020.0
001111;591;01. Jan;0;1;0;3;2;2586420.0;1148230.0
001112;1554;0.665;0;0;0;0;0;2689360.0;1229320.0
001113;1455;0.8;0;0;0;0;3;2717260.0;1178130.0
001114;1206;0.715;0;0;0;0;2;2666200.0;1251070.0
001115;1630;0.775;0;0;1;2;2;2612360.0;1258220.0
001116;1710;0.8200000000000001;0;0;1;2;2;2561910.0;1184410.0
001117;16431;1.965;0;4;19;0;1;2611680.0;1225780.0
001118;1338;01. Aug;0;1;2;2;2;2590090.0;1115480.0
001119;439;01. Dez;0;0;0;0;2;2636940.0;1214410.0
001120;474;0.79;0;0;2;3;2;2685840.0;1156350.0
001121;1293;01. Feb;1;0;0;3;3;2581410.0;1242720.0
001122;378;0.85;0;0;2;3;0;2662940.0;1249590.0
001123;423;Jan 23;0;0;1;3;1;2591540.0;1208620.0
001124;584;0.76;0;1;1;3;0;2687370.0;1233140.0
001125;853;Feb 71;0;6;11;2;1;2666670.0;1257190.0
001126;2481;01. Jan;0;3;2;2;2;2601640.0;1205220.0
001127;1249;0.745;0;0;2;3;3;2514200.0;1151480.0
001128;2016;0.665;0;0;0;0;0;2770720.0;1139620.0
001129;289;0.925;0;0;0;0;3;2548020.0;1178410.0
001130;758;0.895;0;0;2;3;3;2660670.0;1172520.0
001131;5047;02. Jul;0;5;8;1;1;2715180.0;1108530.0
001132;2085;Jan 74;0;2;21;1;1;2594840.0;1202300.0
001133;91;0.8;0;0;0;0;0;2735380.0;1271630.0
001134;2605;1.185;0;1;5;2;2;2601150.0;1207000.0
001135;1562;Jan 98;0;2;14;2;2;2740260.0;1267630.0
001136;16755;5.855;1;7;65;0;0;2618220.0;1264550.0
001137;4574;Feb 16;0;3;2;1;1;2632670.0;1127600.0
001138;1236;Jan 54;0;0;1;2;1;2669010.0;1244200.0
001139;475;1.975;0;1;4;3;1;2700570.0;1275800.0
001140;1124;1.0050000000000001;0;0;1;2;1;2522790.0;1153470.0
001141;1887;Jan 77;0;1;6;1;1;2723930.0;1254350.0
001142;252;1.235;0;1;2;3;3;2707130.0;1264900.0
001143;4545;1.965;0;0;14;1;1;2632640.0;1244140.0
001144;290;0.81;0;0;0;0;3;2560380.0;1214640.0
001145;1241;01. Feb;0;4;3;3;2;2571760.0;1231480.0
001146;88;0.78;0;0;0;0;0;2628010.0;1255700.0
001147;3402;0.965;0;0;4;1;1;2531480.0;1167650.0
001148;2242;1.485;0;3;11;2;1;2655790.0;1248890.0
001149;4899;1.115;0;0;1;1;2;2654310.0;1245910.0
001150;1323;1.925;0;1;6;2;3;2597690.0;1212940.0
001151;184;0.66;0;0;0;0;0;2577760.0;1162700.0
001152;2165;1.6600000000000001;1;1;13;1;2;2753380.0;1261500.0
001153;1296;3.1350000000000002;0;8;24;1;1;2557930.0;1144110.0
001154;142;1.105;1;0;0;4;3;2552750.0;1169370.0
001155;3883;3.6550000000000002;1;7;21;1;1;2635060.0;1241490.0
001156;2994;01. Feb;0;2;3;2;2;2530420.0;1167150.0
001157;895;Jan 45;0;1;0;3;0;2603240.0;1192430.0
001158;2751;2.4050000000000002;0;0;2;1;0;2735420.0;1131170.0
001159;2595;0.795;0;0;3;2;2;2716050.0;1261240.0
001160;7448;1.305;0;1;4;1;1;2559420.0;1157750.0
001161;1360;Feb 48;0;2;7;2;2;2657520.0;1235280.0
001162;4169;1.705;0;5;15;1;2;2620960.0;1265430.0
001163;1444;0.78;0;0;0;0;2;2670900.0;1249900.0
001164;655;0.715;0;1;3;3;0;2621720.0;1262910.0
001165;4965;0.6950000000000001;0;0;2;1;2;2654740.0;1247070.0
001166;1155;1.1500000000000001;0;1;4;2;2;2585350.0;1199790.0
001167;1334;Feb 89;0;4;6;2;2;2588430.0;1119230.0
001168;2011;0.895;0;2;1;2;1;2707920.0;1247140.0
001169;200;0.715;0;0;0;0;3;2712480.0;1254130.0
001170;6045;1.2550000000000001;0;0;4;1;1;2682460.0;1254190.0
001171;4048;Mär 56;0;3;29;1;1;2533760.0;1155270.0
001172;2161;Feb 21;0;4;19;1;2;2722930.0;1247180.0
001173;20025;3.605;0;5;18;0;0;2497650.0;1121710.0
001174;3882;Jan 83;0;1;3;1;1;2735950.0;1144890.0
001175;254;0.88;0;1;0;3;0;2740440.0;1245600.0
001176;153;Jan 16;0;0;0;0;3;2543000.0;1176560.0
001177;3268;Jan 57;0;4;27;1;1;2600470.0;1198810.0
001178;1542;0.8250000000000001;1;0;1;3;3;2605080.0;1126480.0
001179;1340;Mär 81;0;14;47;1;1;2754560.0;1260730.0
001180;3142;0.675;0;0;4;2;2;2720970.0;1254840.0
001181;821;0.5650000000000001;0;0;3;3;0;2796380.0;1181060.0
001182;2707;Jan 82;1;0;1;2;1;2738130.0;1156090.0
001183;127;0.975;0;0;0;0;0;2554500.0;1170270.0
001184;139;0.635;0;0;0;0;0;2567270.0;1197860.0
001185;4141;01. Aug;0;0;6;1;1;2699460.0;1246600.0
001186;202;0.92;0;0;0;0;0;2622330.0;1214150.0
001187;1531;0.87;0;3;9;2;2;2577280.0;1197000.0
001188;1566;0.835;0;0;2;2;3;2605330.0;1250860.0
001189;3249;2.7600000000000002;0;2;17;1;1;2683680.0;1211980.0
001190;1913;1.225;0;1;3;2;2;2559380.0;1120100.0
001191;267;0.785;0;1;0;4;3;2653980.0;1260470.0
001192;9673;2.785;0;6;27;1;1;2508620.0;1142700.0
001193;188;0.855;0;0;0;0;0;2553670.0;1162630.0
001194;2324;Jan 73;1;6;16;1;2;2674560.0;1221740.0
001195;1054;0.9400000000000001;0;0;3;2;0;2622460.0;1189610.0
001196;121;0.87;0;0;0;0;0;2547650.0;1180210.0
001197;2261;Feb 86;0;5;23;1;1;2654430.0;1249160.0
001198;5241;2.9050000000000002;0;3;1;1;1;2539640.0;1185540.0
001199;716;0.725;0;1;0;3;0;2673810.0;1257470.0
001200;4443;1.1400000000000001;0;0;2;1;2;2627670.0;1240170.0
001201;2946;Jan 59;0;1;3;1;1;2563120.0;1182420.0
001202;9507;2.5500000000000003;0;1;1;1;1;2514170.0;1146900.0
001203;135;0.385;0;0;0;0;0;2714000.0;1148160.0
001204;1160;Jan 33;0;0;3;2;1;2560880.0;1168850.0
001205;1929;1.685;1;0;9;2;1;2692760.0;1254670.0
001206;404;1.325;0;0;0;0;3;2638720.0;1238140.0
001207;1031;0.855;0;1;1;3;3;2617210.0;1225930.0
001208;8579;Feb 57;0;2;2;1;1;2588870.0;1201110.0
001209;804;1.5050000000000001;0;2;1;3;2;2741230.0;1268820.0
001210;5482;2.0300000000000002;0;4;17;1;1;2659400.0;1261470.0
001211;303;0.81;0;1;1;3;3;2707070.0;1110640.0
001212;450;0.705;0;2;6;3;2;2499410.0;1120930.0
001213;1219;01. Sep;0;0;0;0;3;2717580.0;1108590.0
001214;1185;2.5100000000000002;1;1;9;2;1;2554750.0;1188170.0
001215;365;0.905;0;0;2;3;2;2657800.0;1264770.0
001216;655;0.96;0;0;0;0;0;2664260.0;1241820.0
001217;1215;Jan 29;0;0;4;2;2;2594350.0;1191790.0
001218;189;Jan 76;1;3;1;3;3;2674330.0;1176450.0
001219;3960;2.945;1;4;32;1;1;2692090.0;1249200.0
001220;13061;Mär 75;0;5;49;0;0;2613780.0;1265200.0
001221;481;1.485;0;0;2;3;2;2623380.0;1242910.0
001222;352;Jan 41;0;0;1;3;2;2669800.0;1267950.0
001223;178;0.645;0;0;0;0;0;2619600.0;1209540.0
001224;2144;0.805;0;1;0;3;3;2616100.0;1216480.0
001225;1642;Feb 64;0;8;7;2;1;2681370.0;1224240.0
001226;6440;Mär 85;0;1;10;1;0;2648720.0;1249050.0
001227;3064;01. Sep;0;6;10;2;1;2695590.0;1249410.0
001228;1571;1.035;0;1;1;2;3;2566540.0;1218850.0
001229;1593;1.7650000000000001;0;2;12;2;2;2674860.0;1245850.0
001230;533;0.75;0;5;3;3;3;2713110.0;1091270.0
001231;2328;0.96;0;0;6;2;2;2606300.0;1251360.0
001232;288;1.645;0;0;0;0;2;2541420.0;1173000.0
001233;1893;0.705;0;0;3;2;0;2796780.0;1145170.0
001234;11649;02. Jul;0;2;3;1;1;2759020.0;1239210.0
001235;318;1.0;0;1;0;3;3;2610630.0;1192810.0
001236;4666;1.185;1;4;2;1;1;2677620.0;1260820.0
001237;342;0.995;0;0;0;0;3;2717190.0;1235630.0
001238;362;0.9400000000000001;0;0;0;0;3;2548270.0;1176910.0
001239;3550;0.6900000000000001;0;1;3;2;2;2606940.0;1262270.0
001240;191;1.045;0;0;1;3;0;2603710.0;1180160.0
001241;4268;02. Feb;1;1;8;1;1;2611340.0;1181060.0
001242;2530;2.365;1;1;8;1;2;2577450.0;1103290.0
001243;1926;4.085;1;27;75;1;1;2610420.0;1268530.0
001244;1090;1.445;0;1;3;2;2;2640430.0;1265610.0
001245;3798;3.025;0;3;6;1;1;2678720.0;1202380.0
001246;438;0.715;0;0;1;3;0;2583350.0;1242250.0
001247;1714;Jan 48;0;0;8;2;2;2706710.0;1236920.0
001248;1352;Jan 37;0;0;2;2;2;2693780.0;1242870.0
001249;557;Jan 21;0;1;3;3;1;2590140.0;1215710.0
001250;839;0.72;0;0;1;3;0;2698560.0;1258340.0
001251;14982;1.355;0;0;4;1;1;2603860.0;1227140.0
001252;517;Jan 56;0;0;2;3;0;2621520.0;1251620.0
001253;4301;1.435;0;4;9;1;1;2647180.0;1251580.0
001254;85;0.655;0;1;0;4;0;2641340.0;1230530.0
001255;907;0.72;0;1;1;3;3;2619480.0;1249380.0
001256;1754;Jan 41;0;0;2;2;2;2543610.0;1213530.0
001257;825;1.235;0;0;3;2;1;2739490.0;1242710.0
001258;1048;0.91;0;1;2;3;3;2629820.0;1211920.0
001259;6590;Feb 14;0;1;2;1;1;2679440.0;1202020.0
001260;169;0.8250000000000001;0;0;2;3;0;2585360.0;1206980.0
001261;12096;Feb 15;0;4;10;1;0;2676740.0;1218740.0
001262;876;2.0300000000000002;0;0;1;2;2;2656320.0;1263010.0
001263;297;0.775;0;0;0;0;3;2547160.0;1159040.0
001264;795;0.8300000000000001;0;3;7;3;2;2678880.0;1206260.0
001265;1039;1.595;0;3;8;2;2;2549180.0;1147620.0
001266;3263;0.9;0;5;2;2;2;2706060.0;1249740.0
001267;183;Jan 36;0;0;1;3;3;2606340.0;1199320.0
001268;1386;Jan 26;0;1;14;2;2;2574640.0;1186270.0
